ID,Citation contexte (FR),Speaker,Type,n_segs,segments,audio_start_s,Référence trad. CALQUE (EN),Référence trad. IDIOMATIC (EN),whisper_en_per_seg,whisper_en_cont,xlsr_en,bleu_whisper_per_seg_calque,chrf_whisper_per_seg_calque,ter_whisper_per_seg_calque,bleu_whisper_per_seg_idiomatic,chrf_whisper_per_seg_idiomatic,ter_whisper_per_seg_idiomatic,bleu_whisper_cont_calque,chrf_whisper_cont_calque,ter_whisper_cont_calque,bleu_whisper_cont_idiomatic,chrf_whisper_cont_idiomatic,ter_whisper_cont_idiomatic,bleu_xlsr_calque,chrf_xlsr_calque,ter_xlsr_calque,bleu_xlsr_idiomatic,chrf_xlsr_idiomatic,ter_xlsr_idiomatic,comet_whisper_per_seg_calque,comet_whisper_per_seg_idiomatic,comet_whisper_cont_calque,comet_whisper_cont_idiomatic,comet_xlsr_calque,comet_xlsr_idiomatic
R07,et s- ça vous suffit ce qu'il y a justement le tissu euh théâtre MJC cinémas,spk2,droite,1,seg_0488,1538.2,and is it enough for you speaking of what there is the fabric well theater MJC cinemas,and speaking of is the fabric of theater MJC cinemas enough for you,"And it's enough for you to have the fabric, the theater, the MGC, the cinema...","And is it enough for you that there is, precisely, the fabric, theater, Mjc, cinema?","That’s enough for you, that there is, of course, the theater, theatre, entertainment, cinema,... theater.",9.2465,41.9243,70.5882,9.2465,48.1602,84.6154,28.9432,57.1789,58.8235,9.8461,46.9434,92.3077,7.6047,40.3005,82.3529,6.646,37.7754,100.0,0.5745,0.5712,0.6072,0.6172,0.508,0.5249
R08,vous êtes contente que ça existe toutes ces choses ou,spk2,droite,1,seg_0557,1786.91,are you happy that they exist all these things or,are you happy that all these things exist or,Are you happy that all these things exist?,Are you happy that all these things exist?,Are you happy that all these things exist?,39.9388,71.6762,30.0,86.334,91.5694,22.2222,39.9388,71.6762,30.0,86.334,91.5694,22.2222,39.9388,71.6762,30.0,86.334,91.5694,22.2222,0.8763,0.917,0.8763,0.917,0.8763,0.917
R09,on est souvent au bar nous bon c'est vrai qu'on aime bien etre au bar,spk1,droite,2,seg_0569 + seg_0570,1833.39,we are often at the bar us well it is true that we like being at the bar,we are often at the bar well it is true that we like being there,we go back to the bar. We like being at the bar.,we are often at the bar. we are often at the bar. It's true that we like to be at the bar,"we’re often at the bar. Well, it would be good if we liked each other so badly.",30.4543,40.6112,61.1111,17.2031,34.026,66.6667,34.5645,63.1883,55.5556,29.4564,60.2777,86.6667,13.7859,39.7856,77.7778,13.7859,43.2659,86.6667,0.7489,0.7373,0.6963,0.6354,0.5218,0.5104
R10,oui ben c'est très chaleureux un café,spk2,droite,1,seg_0583,1881.95,yes well it is very warm a cafe,yes well a cafe is very warm,"Yes, but it's very warm.","Yes, but it's very warm.","Yes, it is very charming! That very very Charming! Goodbye to you.",12.6007,36.0559,87.5,14.5358,36.621,85.7143,12.6007,36.0559,87.5,14.5358,36.621,85.7143,9.7824,28.5062,125.0,5.413,22.4989,157.1429,0.6507,0.652,0.6507,0.652,0.4603,0.406
R11,alors ça serait quoi les bons restos alors,spk2,droite,1,seg_0625,2069.57,so what would it be the good restaurants then,so what would the good restaurants be then,So what would it be like in the restaurant?,So what would be the good restaurants?,"Yes, yes, it’s for the first time, but not for the second time.",41.1134,59.05,44.4444,17.7474,51.5121,75.0,44.1248,74.3003,33.3333,35.9304,76.3378,37.5,2.287,15.1953,144.4444,2.287,14.9646,150.0,0.6535,0.6594,0.9039,0.925,0.3549,0.3514
R12,vous vous avez connu ça le chômage et les problèmes,spk2,droite,1,seg_0717,2564.84,you you have known that unemployment and the problems,have you known unemployment and problems,Have you ever experienced this?,"Did you know that, unemployment?","What did you know about this, the unemployment?",5.8545,11.0008,88.8889,16.2334,16.5594,66.6667,6.495,35.214,88.8889,7.8098,46.5469,83.3333,5.5224,37.3695,88.8889,4.99,45.5583,116.6667,0.451,0.5105,0.6105,0.6509,0.6817,0.7081
R13,est-ce que ça a un intérêt quelconque pour vous les batailles politiques de Paris,spk2,droite,1,seg_0738,2694-06-01 00:00:00,does it have any interest for you the political battles of Paris,do you have any interest in the political battles of Paris,Is the municipality interested in the Paris political battles?,"is it of any interest to you, the political battles in Paris","does it have any interest for you, the political battles in Paris",8.171,49.7634,83.3333,11.3551,55.1015,72.7273,16.7477,60.5398,41.6667,16.7477,65.4613,54.5455,59.2303,85.5553,16.6667,21.4016,71.9253,45.4545,0.7678,0.8103,0.9028,0.8627,0.9385,0.8849
R14,c'est vrai que c'est des bons repères l'école,spk1,droite,1,seg_0808,2967-08-01 00:00:00,it is true that it gives you good reference points school,it is true that school gives you good reference points,"It's true that it's the right landmarks, the school...","It's true that it's the good marks, the school","It’s true, it’s the good meals, the school...",6.8372,31.8317,81.8182,6.8372,29.4378,80.0,9.0304,34.5586,63.6364,9.9801,32.1733,70.0,4.0654,23.0821,90.9091,4.0654,23.953,100.0,0.4964,0.4785,0.576,0.5573,0.5686,0.5625
R15,le café La Renaissance que j'aime beaucoup moi qui est à place Voltaire,spk1,droite,1,seg_0813,2977.76,the cafe La Renaissance that I like a lot me which is place Voltaire,the cafe La Renaissance that I like a lot which is place Voltaire,"where the café La Renaissance was, which I really like, which is in Place Voltaire.","the café La Renaissance, which I really like, which is in Place Voltaire,","the Renaissance coffee coffee coffee, which I like, in the cafe, or in the coffee coffee that I remember, in Voltaire.",8.2335,57.0243,71.4286,8.2335,58.1102,69.2308,9.3756,57.2037,64.2857,9.3756,58.9458,61.5385,5.3773,45.3333,135.7143,5.3773,45.7292,146.1538,0.7535,0.8021,0.8039,0.8497,0.4607,0.4417
R16,si on l'a fait celui-là c'est immense hein enfin le musée Guimet,spk1,droite,1,seg_0835,3121.78,yes we did it that one it is huge right well the musée Guimet,yes we did the musée Guimet it is huge,"Yes, we did. It's huge.","Yes, we did it, it's huge, the Guimé Museum","If we did it to him, if we didn’t do it to himself, that’s terrible! At last, it seems immense to me.",6.2043,13.8381,92.8571,11.5912,21.3575,88.8889,12.6897,28.0026,78.5714,8.9138,35.6689,77.7778,5.5513,25.0165,128.5714,3.0717,16.5386,211.1111,0.4608,0.4453,0.7381,0.7556,0.363,0.3196
R17,à la fois c'est très petit Barcelone,spk1,droite,1,seg_0871,3269.66,at the same time it is very small Barcelona,at the same time Barcelona is very small,"at the same time, Barcelona is very small.","at the same time, it's very small, Barcelona.","Barcelona Barcelona BarcelonaBarcelona Barcelona Barcelona Barcelo Barcelona Barcelona, Barcelona Barcelona Bar Barcelona Barcelona. Barcelona Barcelona barcelo Barcelona Barcelona... Barcelona Barcelona Barca Barcelona Barcelona Bal Barcelona Barcelona Marcelo Barcelona Barcelona Sebastian Barcelona Barcelona Bas Barcelona Barcelona Barbara Barcelona Barcelona BAR Barcelona BarcelonaCB Barcelona Barcelona bar Barcelona Barcelona Barbosa Barcelona Barcelona Barba Barcelona Barcelona Bath Barcelona Barcelona Marcel Barcelona Barcelona Baro Barcelona Barcelona Bristol Barcelona Barcelona Valencia Barcelona Barcelona Bart Barcelona Barcelona Marcell Barcelona Barcelonabas Barcelona BarcelonaBC Barcelona Barcelona Ber Barcelona Barcelona Bac Barcelona Barcelona Bari Barcelona Barcelona Bilbao Barcelona Barcelona Bre Barcelona Barcelonabar Barcelona BarcelonaBar Barcelona Barcelona Barro Barcelona Barcelona Catalunya Barcelona Barcelona Barna Barcelona Barcelona BRU Barcelona Barcelona BC Barcelona Barcelona Bala Barcelona Barcelona Brussel Barcelona Barcelona Basketball Barcelona Barcelona Basel Barcelona BarcelonaBru Barcelona Barcelona Bis Barcelona Barcelo Barcelo Barcelo Barcelona BarceloBarcelona BarcelonaBarcelona Barcelo BarcelonaBarcelonaBarcelona Barcelona Barcelo, BarcelonaBarcelona, Barcelona Barcelo brunette Barcelona BarcelonaBal Barcelona Barcelona ‘ Barcelona Barcelona Brazil Barcelona Barcelona Anastasi Barcelona Barcelona very very very small Barcelona Barcelona Pablo Barcelona Barcelona Belo Barcelona Barcelona Barre Barcelona Barcelona Bruxelles Barcelona Barcelona Bár Barcelona Barcelona Cervantes Barcelona Barcelona BAL Barcelo Barcelona Bar Bar Barcelona Barcelo Bar BarcelonaBarcelona Bar Barcelona Bar Barcelo Barcelona Bal Bal Barcelona Barcelo well Barcelona BarcelonaBut Barcelona Barcelona Barbie Barcelona Barcelonabru Barcelona Barcelona But Barcelona Barcelona but Barcelona Barcelona Balo Barcelona Barcelona Bruno Barcelona Barcelona Nicolás Barcelona Barcelona Sebastián Barcelona Barcelona Carlos Barcelona Barcelona? Barcelona Barcelona Catal Barcelona Barcelona Pietro Barcelona Barcelona By Barcelona Barcelona Miquel Barcelona Barcelona – Barcelona Barcelona billet Barcelona Barcelona Barra Barcelona Barcelona Bri Barcelona Barcelona IB Barcelona Barcelona Bologna Barcelona Barcelona B Barcelona Barcelona Brun Barcelona Barcelona Bat Barcelona Barcelona Marseille Barcelona Barcelona Par Barcelona Barcelona bluetooth Barcelona Barcelona bachelor Barcelona Barcelona Bachelor Barcelona Barcelona Balti Barcelona Barcelona Cataluña Barcelona Barcelona Bluetooth Barcelona Barcelona Flores Barcelona Barcelona CBS Barcelona Barcelona Well, Barcelona BarBarcelona Barcelona BarcaBarcelona Barcelona Bar Bal BarcelonaBarcelona Barca Barcelona Barcelo... Barcelona Barcelo Barca BarcelonaBarcelona Bal Bal Bal Barcelo Barcelo Bar Bar Bar Barcelo BarceloBarcelonaBarcelonaBarcelona BarceloBarcelona Bar BarBarcelonaBarcelona Bar BarceloBarcelona Barcelo Barcelo Bal BalBarcelona Barcelona,Barcelona Barcelona Bal Barcelo Barcelona Barca Barcelo Barcelona...... BarcelonaBarcelona Barba Barba Barba Barcelona Barcelo Bal Barcelona Bar Barba BarbaBarcelona Barcelona... Bar Barcelona...Barcelona Barcelona Barba Barba Bar Barcelona Bal bal Barcelona Barcelona Alexandre Barcelona Barcelona Belle Barcelona Barcelonabut Barcelona Barcelona Picasso Barcelona Barcelona Beethoven Barcelona Barcelona Bes Barcelona Barcelona Bernardo Barcelona Barcelona Pelo Barcelona Barcelona Ves Barcelona Barcelona Bot Barcelona Barcelona Enrique Barcelona Barcelona CB Barcelona Barcelona Bour Barcelona BarcelonaBasbas Barcelona Barcelo Barba Barba Barcelo Barcelo......... Bar Bar Bal Bal Bar Barcelonabasbasbas BarcelonaBarcelona... Barcelo Barcelo Barba BarcelonaBarcelona Very very very pretty very very Pedro Barcelona BarcelonaBIS Barcelona Barcelona Catalan Barcelona Barcelona Marcos Barcelona Barcelonaレス Barcelona BarcelonaB Barcelona BarcelonaSB Barcelona Barcelona Bru Barcelona Barcelona Bos Barcelona Barcelona",39.2815,77.8469,44.4444,52.5382,90.2791,25.0,28.9978,74.832,55.5556,28.9978,77.6122,62.5,0.2711,2.6429,4944.4444,0.1612,2.3365,5562.5,0.873,0.938,0.8139,0.7493,0.184,0.1874
