segment_id,t_start,t_end,dur_s,whisper_fr,xlsr_fr,whisper_en_per_seg,whisper_en_cont,xlsr_en
seg_0414,1290.34,1292.46,2026-12-02 00:00:00,"Non, non, peu, non.",non ele non peu non,"No, I can't.","No, not much, no.","No, she can’t. No."
seg_0415,1292.64,1294.18,1.54,Et la nourriture ?,i la nouriture,And food?,And the food? No more.,And the food?
seg_0416,1294.18,1294.88,0.7,Non plus.,ou plus,more,And the food? No more.,More.
seg_0417,1296.18,1298.46,2.28,"Non, ça reste très basique.",nomce à reste très basique,"Otherwise, it remains very basic.","No, it remains very basic,","No, it remains very basic."
seg_0418,1299.38,1301.72,2.34,"Non, non, très basique, comme du jeûneur.",jé très basique come,Very basic.,"very basic, as young people.","I’m very basic, like young guys."
seg_0419,1301.72,1302.2,0.48,C'est basique ?,il pese,Thank you.,"very basic, as young people. Ah, not basic, it's that I don't really like to make food,",I’m sorry.
seg_0420,1302.2,1308.02,5.82,"Ah bah, basique, c'est que j'aime pas beaucoup faire à manger, donc ça va être un peu de la viande, voilà, toujours un petit peu pareil.",ah bab basique c'est que jaime pas beaucoup faire à manger donc ça un peu de la viande voilà toujours un petit peu pareil,"Basically, I don't like to cook, so it's always the same.","Ah, not basic, it's that I don't really like to make food, so it's going to be a little meat, always a little bit the same. And a steak.","But basically, I don’t really like to eat, so it’s a bit of meat and meat of the meat. Well, that’s just a little bit too much meat, that is a bit too many meat in the mead, right? It’s always a bit a little too similar!"
seg_0421,1308.06,1308.88,0.82,Vous faites un steak.,ay un stat,,always a little bit the same. And a steak.,She is a good teacher.
seg_0422,1308.88,1311.04,2.16,"Oui, un petit peu, oui, je suis très limitée.",ou est un petit posoncuterès limnité,"Yes, a little bit, I'm very limited.","always a little bit the same. And a steak. Yes, a little bit, I am very limited, yes, a little bit that.","Well, a little bit, but I was very limited."
seg_0423,1311.04,1311.12,0.08,Un petit gelé.,,,"Yes, a little bit, I am very limited, yes, a little bit that.",
seg_0424,1311.2,1312.3,2026-01-01 00:00:00,"Oui, un peu ça.",oui un peu sa,"Yes, a bit like that.","Yes, a little bit, I am very limited, yes, a little bit that.","Oh, a bit sa... a a a little saint? Yes, yes, a a bit healthy? Well... a bit a a Saint? Yes... a little a a sa Eh... a somewhat a a certain... a sanh... a s... a some... a sure... a si... a... a well...... a sa... that... a slightly... asome... a Saint... a S... a St... aoh... a blood... a Sam... a Sa... a clean... a Saha... aSa... a certain. a sa — a sa sa... ah... a rather... a Sir... a Some... a sar... a very... a A sa... sa...a... a sense... a voir... a Sr... a smell... a bel... a see... a Cer... a— a sa enough... aAh... a- sa...... a Ph... a Little... a Sense... a “... a ” a sa Fr... sa sa Saint......... sir... a Hmm... adry... a something... a eh... a Ah... aSaint... a salt... aOh... a Par... a Sac... sa Saint Saint... sa Yes Yes...... oh... a SA... a Said... a Salt... a Something sa... Yes Yes Yes, a sa Yes... Yes... Qui... a Yes... A sa sa sa Eh?... a Sao...... Yes, sa...... sa... Yeah... a certainly...... sany... a Seine... a Si............ a a...... Sa...... Well...... That...... Oh...... uh...... A a sa Holy...... OK...... Uh...... Sur...... it......A sa... Well Well...... Yes... Oh Oh... Yes sa... Sa Sa... Yes? Oh... a Sath...... Sam...... Saint... YesYes Yes... Well, a Saint Saint Saint?......? Yes Yes Well... Yes!...... Absolut...... — Yes... — sa... Oh Yes...?... Yes Sam Sam... Well Yes... sa Sa... Well? Yes? Well, Yes............ maybe...... Not...... He...... Some......sa......S...... So...... God......say...... Exact...... Oy......that...... Actually...... au...... Sir Sir...... Wow......ohoh...... yeah...... is...... S......Well...... Guy...... that sa...? Well Well Well"
seg_0425,1313.54,1318.7,5.16,"Donc les sushis n'ont pas pénétré, parce que ça c'est basique, ça s'achète ?",le vevener soushi non pas pénétrer notre ça ses basique ça s'achaîte,"Sushi don't have penetrates because it's basic, it's bought.","So, the sushi didn't penetrate, because that's basic, it's bought. Yes, no, yes, no.","The socks were not penetrated, but all that is basic, it buys itself."
seg_0426,1318.7,1324.86,6.16,"Oui, non, oui, non, non, non, non, je réfléchis, mais non, non, non.",s non ouions pas non non non non je réfléchi mais non non non,"No, no, no, I thought about it, but no, no, no.","Yes, no, yes, no. No, no, no, I'm thinking, but no, no, no.","Yes, yes or not? No, it is refreshing but it is not refreshing...."
seg_0427,1325.14,1327.3,2.16,Et les fruits ?,mais j'ai pas de fruits,"but I don't know, fruits.","And the, I don't know, the fruits?",But I didn’t know about the fruits.
seg_0428,1327.94,1329.9,1.96,"Non, je vais pas au marché.",non ilje vai pas au marché,"No, I'm not going to the market.","No, I'm not going to the market, I have a ...","No no, and I am not going to market?..."
seg_0429,1330.86,1331.3,0.44,Vous achetez des manques ?,,,"No, I'm not going to the market, I have a ... You don't buy mangoes? Yes, I buy mangoes, yes, yes, yes.",I’m sick.
seg_0430,1332.06,1334.0,1.94,"Si, j'achète des manques, si, si, si.",si ja fait des mangues cice ici,"Yes, I make","You don't buy mangoes? Yes, I buy mangoes, yes, yes, yes.","If I am buying blanks, if there are any?"
seg_0431,1334.12,1338.68,4.56,Mais je n'ai pas la curiosité d'aller au marché d'Aligre alors que c'est pas loin de chez moi.,mais je n'ai pas la curiosité daler au marché daligre alors que pasloinhzoi,"But I'm not curious to go to the Aligre market, although it's not far from my home.","But I'm not curious to go to the Aligre market, while it's not far from my place.",But I don’t have the curiosity to go to the Aligro markets because you’re not far from me.
seg_0432,1339.54,1341.04,2026-05-01 00:00:00,"Ah, c'est à Aligre, le marché ?",oui,,"No, never.",There.
seg_0433,1341.04,1342.32,1.28,"Non, jamais.",non jamais,"No, never.","No, never.",never.
seg_0434,1342.92,1346.98,2026-06-04 00:00:00,"Vous êtes passionnante, vous êtes un cas, je n'entends que des gens qui m'expliquent",vous êtes pasionante vous êtes un cas jenen un téchant quinexplique,"You are a patient case, I only hear people explaining to me...","You are passionate, you are a case, I only hear people who explain to me that they go to the market on foot.","You are passionate, you’re the one who explains to me."
seg_0435,1346.98,1348.76,1.78,qu'ils passent leur vie à marcher à pied.,qui pase farbi à marché à pied,who spend their lives walking.,I only hear people who explain to me that they go to the market on foot.,who spends on foot at feet.
seg_0436,1349.78,1355.08,2026-03-05 00:00:00,"Mais oui, je fais ça en vie, je voudrais, j'accepterais, j'accepterais à ça peut-être",j de sans lit jag je voudrais que jacède jacèderai à sa tête,"Yes, I would like to. I would accept that.","Yes, I feel like it. I would like to, I accept. I might get that one day, but that's it.","Yes, I’m willing to live with it. I would accept that, I will, I would admit that I would be a little bit accept this."
seg_0437,1355.08,1356.28,2026-02-01 00:00:00,"un jour, mais voilà.",un jour mais voilà,day but that's it.,"I might get that one day, but that's it. There is no reason. Yes, I would say so.","Every day, but sometimes."
seg_0438,1356.28,1357.1,0.82,Il n'y a pas de raison.,na padpaesi,,"There is no reason. Yes, I would say so.",I’m sick.
seg_0439,1357.62,1358.68,2026-06-01 00:00:00,"Oui, je veux dire.",i choisir,They are lovely,"There is no reason. Yes, I would say so.",Choose.
seg_0441,1359.26,1360.36,2026-01-01 00:00:00,"Oui, oui, oui.",o est la rie,,"Yes, yes, yes.",Do you want to go?
seg_0442,1361.44,1367.82,6.38,"Alors, les équipements culturels du quartier, vous avez l'air d'en profiter beaucoup.",alors les équipements culturels du quartier vous avez lair den profiter beaucoup,"The cultural equipment of the neighborhood, you seem to enjoy it a lot.","So, the cultural equipment of the neighborhood, you seem to enjoy it a lot.","So, you seem to be taking advantage of the neighborhood’s cultural facilities."
seg_0443,1369.4,1376.18,6.78,"Oui, alors deux petits théâtres, enfin il y en a plus, mais Théâtre de la Bastille,",oui ele on deux petits théâtres en fin y en a plus mais théâtre de la bastile,"Yes, two small theatres. There are more, but... Theatres de la Bastille.","Yes, so, two small theaters, well, there are more, but the Theater de la Bastille,","Yes! So, small theater? Well, there are more of them, but... the Bastille Theatre, the..."
seg_0444,1376.96,1380.14,3.18,Théâtre de la Bastille et artistique à T20 quand même.,cas de la bastile est artistique à tes vin quand même,"This in relation to the art work, Eyeball by Gallery de la Bastille, T20","The Theater de la Bastille, and Artistic A.T. 20, anyway.",Chacha de la Bastide is still at Tevin’s to Tevin even at the time. Still still still still at Tvin! Still still at Even at Even still at Still at Still Still at Even even at Still At Still.
seg_0445,1380.8,1384.62,3.82,"Je n'ai pas pris d'abonnement, mais il y a une période où j'y allais quand même pas mal.",jai pas pris dabonement mais une période où jy alais quand même pas mal,"I didn't subscribe, but there was a time when I was doing quite well.","I didn't subscribe, but there was a period where I went there quite a bit.","I didn’t take delivery, but there wasn’t a period when I was going a bit hard, it’s a a a not a lot, I did not go a little, but...... I don’m not I enjoyed having a breakfast, but it wasn’d I was a little while I went a bit, I am not I did I go a bit..."
seg_0446,1387.0,1390.82,3.82,"L'AMJC, dans mon souvenir, c'est un beau souvenir, puisque mes filles ont fait du judo à l'AMJC,",lame j dans mon souvenir ces un beau souvenir puisque mes files ont fait du judo à laime,"The MJC is a beautiful memory for me, because my daughters played judo at the MJC.","The MJC, in my memory, it's a nice memory, because my daughters did judo at the MJC,","In my memoirs, the memzies is a nice reminder, a good memory in my memory, but my daughters made a joke to the U.S. by the U...the U.J. was a good reflection, but her daughters had a joke on the U...the U... because their daughters did a joke with the u... because my daughter’s clothes were a bad reflection."
seg_0447,1391.36,1393.38,2026-02-02 00:00:00,"ont fait pas mal de trucs, donc.",on fait pas mal de trig donc,We do a lot of things.,"and we do a lot of things, so, Rue Merckers,","There are a lot of troupes, so we’re not doing any troupes."
seg_0448,1393.38,1398.38,5.0,"Rue Merckers, ça donne dans Boulevard Voltaire, donc une belle MJC.",rue mercœurtous sadone dans le boulevard voltaire donc une bele mge,"Rue Merckers, in Boulevard Voltaire, a beautiful MGM.","and we do a lot of things, so, Rue Merckers, it's in Boulevard Voltaire, so a beautiful MJC,","Rue Mercer Street, Mercure Street, Merker Street."
seg_0449,1399.98,1406.18,2026-02-06 00:00:00,"Voilà, enfin là par contre, populaire, on retrouve beaucoup de, là par contre de Black",enfant laparcontre populaire en retrouve beaucoup de lapartcontre de black,"But here, popular, there are a lot of black people.","there, on the other hand, popular, you find a lot of, there, on the other hand, of Blacks too, who stay at the cafe, who play in the square,","By the way, popularly, we find a lot of black and white. In fact, there are a lot."
seg_0450,1406.18,1409.38,2026-02-03 00:00:00,"aussi, qui reste à la cafette, qui joue dans le squar, voilà.",asi qy reste à la cafête qui joue dans le square,"who stay at the cafe, who play in the squar.","of Blacks too, who stay at the cafe, who play in the square,","Cocoucous also who stays at the Cafe, who is still eating coffee, who who Who Who Who... Who Who Cook Cook Cook Co Co Co Who Who Coffee Who Who He Who Who The Who Who What Who Who Kou Kou Kouchu Who Who Co Coco Who Who Cho Who Who Cau Cau Caucacu Who Who She Who Who Cafe Who Who who Who Tea Who Who At Cafe Who Who Those Who Who Qui Who Who Cat Who Who Which Who Who Pu Who Who"
seg_0451,1411.82,1415.54,3.72,"Donc moi, à mon époque, oui, ça fait deux, trois ans, je sais qu'ils ont mis un gardien",onc moi à mon époque ui ça fait de trois ans je sais qu'ils ont mi un gardien,"So at my time, it's been 2 or 3 years, I know they put a guardian.","so, at my time, yes, it's been two, three years, I know they put a guard,","Well, for my time, indeed, I, my age, yes, it was two and three years, I was two three years — I know that he’s had a guardian for me, for indeed, it’s been two three three years for — Well, I think, I’ve been three years I knew for, well, I know he’d taken three years to be a Guardian, but I know they’d kept a keeper for three years longer, I knew they took a guard guard for him for for, Well, For indeed, It’s being two three times — I’d — I knew he was a War Warwar War War War Guard, He’d A Guard, And for, That, I wasn’t three three — I thought for, I thought, He was a Guardian for for three three three-year — I knows that they gave him a Guardian Guardian Guardian, So, In fact, I actually, I really, I'd — Three Three Year — I think it’d for — A Good, Well Well, You’d For Actually, For Well, If Well, Well — Well Well — I, At Well, Now, I — Well — It’ Well, It Was T — I Inde, I My Time, Well I’ Well — All, I Well, And Well, Of Well, This — I — It Was Two Three Three — I Though, I Know He Had A War War Ad Ad Ad En En En Guard, Even Well, As Well, They Had Had A Guard Guard, I Guard Guard Guard — He Well, He Well Well Well No, He He Well — He He He — He — Well I — He Did A Guard — A Guard Ad Ad Guard, Who Well, With Well, The Well Well Guard, Well He — I Well Well He He Had Guard Guarded, I He He Guard Guards A Well, All Well, So Well Well I Well — — He We — He Last — He Cu Cu Cu — He Guard, A Guard Officer, He — Guard Guard Well, Who — Well He Well I Guard, All All All Well — So Well, From Well, Over Well, My Well, Your Well, Me, I I — I My Well — For — Well And Well — My — I Was Three Three Three And — — I I, I Was — I He — — — For All All Three — — All Well Well And — I So Well — That — I Fi"
seg_0452,1415.54,1419.66,2026-12-04 00:00:00,"par contre devant, donc je sais qu'il y a peut-être eu des histoires, des trucs, oui",par quon devent donc je sais captatu des histoires des tru,"I know there may have been stories, things...","on the other hand, in front of it, so I know there may have been stories, but until now, well, in my opinion,","From the front, I know that you have a Cap-a-Tup Cap Cap-Touts, trou trou trous, Trou trou trougois, trougoi trou trou go go... trou trou Trou trous trou trougou trou trou Gou trous... Trous trougou trou trougu trou trou Gues... trouou trou trou gou gou gou trous. trou trou Go go go go! trou troudou trou trouse trou trou Chus trous"
seg_0453,1419.66,1420.08,0.42,quand même.,quar même,comment.,"but until now, well, in my opinion,",As you are.
seg_0454,1420.08,1424.08,4.0,"Mais jusqu'à maintenant, bon, enfin, à mon avis, c'est très léger quand on y va, c'est...",mais jusquà mun nombre fair mon avis très léger quand on y va cest,"But until now, I think it's very light.","but until now, well, in my opinion, it's very light, when you go there, it's ...","But... until now... but... well, my opinion is very light... when you go so far as it is..."
seg_0455,1424.92,1428.02,2026-01-03 00:00:00,"Donc voilà, l'AMJC, qu'est-ce qu'il y a d'autre après, non ?",onc voilà la une jyce quest-ce quil y a dautres après non-line,"So that's the NGC, what else is there after?","it's very light, when you go there, it's ... So, here is the MJC, what else is there after?","Well, there is the NZCIS, and what’s the others, then, after others, eh, the other one? No, the one, the girl, the lady, etc."
seg_0456,1428.02,1430.02,2.0,Vous avez parlé des bibliothèques tout à l'heure.,les marqués des bibliothèques,We were going to talk about libraries earlier.,You were talking about libraries earlier.,Talked about the libraries a while ago.
seg_0457,1430.26,1432.26,2.0,"Ah oui, oui, j'adore les bibliothèques.",ah oui sur ce je ador en les bibliothèqes,"Yes, I love libraries.","Ah yes, yes, I love libraries.","Yes, yes, indeed, it’s in the office of the library."
seg_0458,1433.52,1436.42,2026-09-02 00:00:00,"Plus bibliothèques qu'acheter les livres, peut-être ?",ly aut-el que acheter les livres,,"More libraries than buying books? No, both, both, but,",The Bible says that we bought the books by buying the copies.
seg_0459,1436.42,1437.14,0.72,"Non, les deux.",nans les deux,"No, both.","No, both, both, but,",nei nei both two nei nei nei Nei nei two two.
seg_0460,1437.84,1442.48,4.64,"Les deux, mais à force de... non, non, les deux, mais j'ai tellement acheté des livres",les deux ment à force danoure les deux mais jai telement acheté de viqu,"Both, but... I bought so many books...","No, both, both, but, I bought so many books that now,","Both of them, but with force, not the two, but I bought a lot of wine."
seg_0461,1442.48,1447.14,4.66,"que là vraiment je commence à plus prendre mes livres à la bibliothèque, sinon la bibliothèque,",que lavremance comence à plus prendre mes livres en la bibliothèque scinant la ba bibliothèque,I'm starting to take my books to the library.,"I bought so many books that now, I really start to take my books to the library, because otherwise, the library was for music and DVDs.","Of course, I’d start to take more, to put my book in the library books, to take my books in library library, otherwise else, the Bible Bible Library, Bible-the Bible-de Bible-school?..."
seg_0462,1447.14,1450.26,2026-12-03 00:00:00,c'était pour la musique et les DVD.,c'était pour eux la musique et lestle db,It was for the music and the DVDs.,"because otherwise, the library was for music and DVDs.",It was for the music and the DVD.
seg_0463,1450.7,1452.82,2026-12-02 00:00:00,"C'est vrai que les livres, jusqu'à maintenant, je les achetais beaucoup.",récles livre jusqu'à mun ange je les acheté beaucoup,I've bought a lot of them.,It's true that I bought a lot of books until now.,"I would love to buy them until noon, I bought them a lot of things."
seg_0464,1453.78,1457.96,4.18,Et vous les achetez où ? Vous utilisez les commerçants du quartier ?,es bosadaze les ashimous ons utiliser les comerçants du quartier,and you buy them where? You use the local merchants.,And you bought them where? Do you use the merchants of the neighborhood?,And you were buying them from the shop or where you used the shops? You used the neighborhood quarter quarters?
seg_0465,1457.96,1460.5,2.54,"Oui, toujours du quartier, oui, oui, oui.",oui toujours du quartier ware,"Yes, always from the neighbourhood.","Yes, always from the neighborhood, yes, yes, yes.","Yes, always from the neighborhood, yes, indeed, true, true."
seg_0466,1461.48,1466.12,4.64,"L'arbre à lettres, où là je suis plus dans le 11e, mais il y a le maire de Moqueur,",l'arbre à lêtre ou linche plus dans le onzième et alomère le moqueur,"the letter tree, or there I am no longer in the eleventh, but there is the mayor of Mocqueur.","So it's ... The letter tree, where I'm no longer in the eleventh, but there is the mayor of Le Mocqueur,","The tree, with its wings, is one of the most beautiful trees in the eleventh."
seg_0467,1466.24,1467.24,1.0,qui est rue de Bagnolet.,rue de bagnolet,with Bagnolet.,"which is rue de Bagnolet, I may know him, I don't know.",Wrecked camel.
seg_0468,1467.52,1468.18,0.66,Je ne sais pas.,une tête conue,I don't know.,"which is rue de Bagnolet, I may know him, I don't know.",You must be very well known.
seg_0469,1468.54,1469.42,0.88,"Oui, je connais le nom.",jai vous predais le nom,,"which is rue de Bagnolet, I may know him, I don't know. Yes, I know the name, I'm afraid I've never seen it.",I’d like to wear the name.
seg_0470,1469.68,1470.74,2026-06-01 00:00:00,"Je suis en train de le faire, je ne suis jamais allée.",ar à qare,Thank you.,"Yes, I know the name, I'm afraid I've never seen it.",I wish I had a haircut.
seg_0471,1471.64,1474.14,2026-05-02 00:00:00,"Magnifique, commandant Picatou, quoi, c'est vraiment...",comandant picatouqo sest vraiment,"Commander Pikachu, it's really...","Oh, wonderful, Commander Picatou, it's really ...","Commander, Commander... Pick up everything... Everything... It’s really................... Commander! Commander.... Commander?... Command commander...... Command... Commanding... Command......."
seg_0472,1474.14,1477.14,3.0,"Non, sinon c'est l'arbre à lettres que je trouve...",non sinon cest larbre à lêtres que je trouve,"Otherwise, it's the tree of letters that I find.","Oh, wonderful, Commander Picatou, it's really ... No, otherwise it's the letter tree that I find ...","No, no, it’s the letter tree I find."
seg_0473,1478.78,1481.06,2.28,"Voilà, c'est satisfaisant quand même.",voilà cest satisfaisant quand même,It's satisfying.,"That's it, it's satisfying, anyway.","Well, that’s still satisfying."
seg_0474,1481.36,1490.0,8.64,"Et donc sinon, pour faire les cinémas, par exemple, vous allez dans les cinémas du quartier ?",onc sinon pour faire légly cinéma par exemple saler dans les cinémas du quartier,"So, to make movies, for example, you go to the cinema of the neighborhood.","And so, otherwise, to make ... Cinemas, for example, you go to the cinema of the neighborhood?","So, otherwise, to do movies, for example, you go to neighborhood cinemas."
seg_0475,1490.0,1492.34,2.34,"Principalement oui, et je...",principalement oui est jeux,Mainly yes and I ...,"Mainly yes, and I ... The Bastille film, the Nation series, MK2 ...",Yes mainly yes and and I am myself.
seg_0476,1492.34,1496.92,4.58,"Le nom de Bastille, les séries Nation, MK2... euh Nation.",on est ces firmunations de ex,Yep​,"The Bastille film, the Nation series, MK2 ... Yes, yes, Bastille, MK2 Nation, by the way.","Yes, my dear, yes, it’s a punishment for poisoning."
seg_0477,1497.08,1500.36,3.28,"Oui, plus Bastille que MK2 Nation d'ailleurs.",oui plus oui bastie que jême cas de nation deileurs,"Yes, more Bastille than the National Assembly.","Yes, yes, Bastille, MK2 Nation, by the way.","Yes, more yes, Basti, Basically, a bit like a half of a national, by the way, for that matter)"
seg_0478,1502.52,1504.92,2026-04-02 00:00:00,"Plus MK2 Bastille, oui.",le de bastie oui,"There are two Bastis, yes.","Plus MK2 Bastille, yes.","Two basins, yes, two basins."
seg_0479,1506.24,1509.46,3.22,"Oui, 80% dans le quartier, quand j'y vais, oui.",oui quatre-vingts pourcent dans le cuartier quand giver,"Yes, 80% in the neighbourhood. When I go there, yes.","Yes, 80% in the neighborhood, when I go.","Yes, eighty percent in the neighborhood... when I go there... well..."
seg_0480,1509.62,1514.52,2026-09-04 00:00:00,"Plus que... s'en aller rive gauche à l'Apagode, où...",plus que son ales rive gauche à la pagode,,"More than its left-wing goings-on, in the pagoda or ... Yes, yes, there will be St. André Desart,","More than going to the left river at La Pagoda or where I used to where I am where I eat, or where where I go where I usually where I wo where I do or where there where I use where I ( where I where I d where where where / where I w or where io where I emblem where I or where i where I yo where I mine where I / where where it is where I wear or where you where I sometimes where I u where I eg where I and where I everywhere where I W or where l where I io where (where I where where ) where I always where I would where I for where I like where I either where I I where or where Where where I else where Iigo where I & where I Io where I colo where I whenever I where ( (where where I was where Iago where I poli where I which I I / / where ir where I elsewhere where I?"
seg_0481,1514.52,1519.8,5.28,"Oui, où il va y avoir le Saint-André des Arts, ou voilà, parce qu'il y a un film qui passe que dans une salle et...",oui oui voia var saint-andré-des-arts ou voilà baseque li a un film qui paseque dans une sale,"Yes, or there will be St André Desart, because there is a film that goes through a room.","Yes, yes, there will be St. André Desart, because there is a film that goes through a room and ...","Yes, yes, there’s going to be some hors d’’oeuvres, you will go have some hors-de-des-Arles, or... Or... There is a filmmaker that has a fleme that fits in a room, and... And... in one room... and..."
seg_0482,1519.8,1521.36,1.56,"Quand même, vous circulez...",encore bêmevous sier,,You still go around ...,Here you go.
seg_0483,1521.94,1523.54,2026-06-01 00:00:00,"Pour voir un film, oui.",pour voir un film oui,to watch a movie.,"To see a film, yes.","To see a movie movie, yes Yes Yes Yes."
seg_0484,1523.76,1526.86,2026-01-03 00:00:00,"Oui, pour aussi aller à Gilbert Joseph, c'est vrai que je n'ai pas parlé de Gilbert Joseph,",ui pour ausi aler àgine berjoseph ce vaincu parle jym berjoseph,"Yes, to go to Jimber Joseph too, it's true that I didn't talk about Jimber Joseph.","To see a film, yes. Yes, to go to Gilbert Joseph too, it's true that I didn't talk about Gilbert Joseph,","Yes, to go to Gin yes Yes, so, to Gin Yes, Gin Yes! Yes, it is true, it was true that I did indeed speak with Gin Yes. Yes, It is true I did not spoke with G Yes, Ge Yes, Well, it True, I didn’ Yes, I did Yes, well, it Is true, I Did Yes, Yes, yes. Yes. Well, to went to ging Yes, So, to G Yes; Yes, for sure, it IS True, it Was true I spoke to G Ye Yes, By Yes, by Yes, No, I indeed, I spoke spoke to GB Yes, between G Yes Yes, G Yes. Yeah, yes, Yes. Inde Yes, That Yes, right, Yes... Yes, that Yes, indeed, Yes! Well, Yes Yes. Right, Yes indeed, It True, It was true, We Both Yes, We Yes, You Yes, For Yes, OK, Well Yes, Al Yes, Here Yes, All Yes, There Yes, As Yes, To Yes, A Yes, Oh Yes, Be Yes, Surel Yes, This is True, Yes Well, It Yes, True, True Yes, Inde, I talked Yes, Bet Yes, BR Yes, Great, Yes No, Yes? Yes, DA Yes, Y Yes, ‘ Yes, Good, YesYes, Yesyes, Yes yes, Well Well, Well indeed, That True, Well. Yes indeed. Yes Yes Yes! No, It Is True, We We Yes. It Yes. No, We Well, I Said Yes, S Yes, Sur Yes, Pro Yes, Tru Yes, Sorry, Yes True, No Yes, He Yes, Nei Yes, Two Yes, One Yes, Both Yes Yes Well Yes Yes yes Yes Yes: Yes, Of Yes, Wow, Yes Absolut Yes Yes indeed indeed, True True, Inde Yes Yes No Yes. We Yes Yes Yes, Thu Yes, true, Yestru Yes, Will Yes, Im Yes Yes I Yes, AB Yes Yes definit Yes, Exact Yes Yes True Yes Yes Allah Yes, Z Yes Yes Road Yes Yes Yeah, Yes truly, Yes It Yes Yes Inde Yes Well Well Well Yes. Ad Yes Yes Su Yes Yes BI Yes Yes E Yes, Soo Yes Yes Oui Yes YesBIA Yes Yes Ya Yes Yes Bi Yes Yes Uri Yes Yes BO Yes Yes Ye Yes Yes That Yes Yes Job Yes Yes Zo Yes Yes definitiv Yes Yes Abba Yes Yes B Yes Yes Both"
seg_0485,1526.86,1530.28,3.42,"mais j'étais un petit peu obligée de... voilà, d'aller...",mais jétais un petit peu obligé de loir dalir,but I was a little bit forced to go for it.,"but I was a little bit obliged to go ... Some things, to go there anyway, for books, a little ...","But I was a little bit obliged to. Well, that’s enough.......to do it......that’s all."
seg_0486,1530.28,1533.86,3.58,"d'une certaine chose, d'aller là-bas quand même pour des livres un peu...",certaines choses d'aler là-bas quand même pour délivre un peu,Some things to go there for books.,"Some things, to go there anyway, for books, a little ...","Some things to go there, even for books, a little bit."
seg_0487,1535.92,1536.38,0.46,Voilà.,len,,There you go.,I’m sorry.
seg_0488,1538.2,1545.86,7.66,"Et ça vous suffit, ce qu'il y a justement, le tissu, le théâtre, M.J.C., cinéma ?",ja vous sufite quil y a justement le le tisu le théâtre à mégyscé cinéma,"And it's enough for you to have the fabric, the theater, the MGC, the cinema...","And is it enough for you that there is, precisely, the fabric, theater, Mjc, cinema?","That’s enough for you, that there is, of course, the theater, theatre, entertainment, cinema,... theater."
seg_0489,1547.06,1550.16,2026-01-03 00:00:00,"Cinéma, je dirais non. Pas assez quand même.",si némage durai non pas asez quand même,"I would say no to cinema, not enough anyway.","Cinema, I would say no. Not enough, anyway.","Cinemas would say no, not enough anyway, still not enough."
seg_0490,1551.42,1554.12,2026-07-02 00:00:00,"Pas assez de choix. Ah oui, je trouve pas assez de choix.",à ceste choix un vai je trouve pasez de choix,I don't think there's enough choice.,"Not enough choice. Oh yes, I don't think there's enough choice.","That’s no choice? Well, yes, I can’t find that choice."
seg_0491,1555.6,1557.32,1.72,Sur le quartier ou sur Paris ?,sur le quartier ou sur paris,in the neighbourhood or in Paris?,In the neighborhood or in Paris?,On the neighborhood or in Paris or Paris?
seg_0492,1557.32,1558.88,1.56,"Sur le... non, dans le 11ème ?",sur le nan dans le onzième,In the 11th year?,"In the 11th? Yes, okay.",In the eleventh place.
seg_0493,1558.88,1559.8,0.92,"Oui, d'accord.",oui dacord,,"Yes, okay.","Yes, OK."
seg_0494,1559.98,1562.28,2026-03-02 00:00:00,"Pas assez de choix, non ? Je trouve quand même.",pasid schoua non je trov come ele,not enough choice,"Not enough choice, no? I think, anyway.","Not that not so happy, eh? I still find that... I can find that even..."
seg_0495,1562.42,1564.42,2.0,Vous allez chez la Cinémathèque ?,ous alvez je cel asider ma thèqe,Are you going to the cinema?,Are you going to the cinema?,Are you going to buy a movie theater?
seg_0496,1564.42,1565.02,0.6,Non.,là,DF crash,No.,No.
seg_0497,1566.42,1567.12,0.7,"Merci, c'est...",si cest,See ya !,"Thank you, it's ...",if it’s that.
seg_0498,1567.98,1574.16,6.18,"Ah non, c'est extrapo les, là. C'est des quartiers un peu neufs dans lesquels je suis pas très...",anoncée xtrapolé la séeuse des quartiers un peu neufs dans dans lesquel chpotre,"No, it's extrapolated. It's new neighborhoods in which I'm not very...","No, it's extrapolated, there. It's a little new neighborhoods in which I'm not very ...","Come on, it’s spread out! Well, that’s exaggerated... Well, those neighborhoods are a little new in the ones where I don’t really like to live."
seg_0499,1574.16,1577.94,3.78,"Je connais pas les rues, alors que Paris, c'est vrai que je connais maintenant, bon...",je conais pas les rues alors que paris seraiue je conait maintenant bon,"I don't know the streets, but I do know Paris.","I don't know the streets, while Paris, it's true that I know now ... So I know ...","I don’t know the streets because Paris would be my home now, well, I know."
